,29@2_x,29@2_y,29@4_x,29@4_y,29@7_x,29@7_y,29@9_x,29@9_y,30@3_x,30@3_y,30@4_x,30@4_y
0,9.519699096679688,14.894340515136719,0.088623046875,18.136581420898438,-3.2291412353515625,12.3929443359375,2.171051025390625,16.774673461914062,-6.6106109619140625,16.738037109375,-23.617294311523438,12.79339599609375
1,1.93206787109375,-8.126953125,-0.04254150390625,-16.62287139892578,5.31146240234375,-13.304489135742188,16.830810546875,-13.796966552734375,16.105422973632812,-10.62823486328125,14.776321411132812,-9.408340454101562
2,2.80438232421875,-11.583656311035156,3.5760955810546875,-17.921775817871094,9.115097045898438,-13.947174072265625,16.104263305664062,-10.80206298828125,16.645278930664062,-10.491729736328125,6.7768707275390625,-4.4627838134765625
3,-15.977874755859375,-20.61553955078125,4.0238189697265625,-15.149459838867188,5.588287353515625,-14.022705078125,9.06561279296875,-13.678848266601562,10.686370849609375,-5.9054718017578125,21.4281005859375,-10.618087768554688
4,3.978790283203125,10.715774536132812,1.937286376953125,11.04168701171875,-6.5438690185546875,6.129425048828125,-3.7627105712890625,5.15875244140625,-6.44927978515625,9.413162231445312,-9.113739013671875,5.995361328125
5,-3.7320404052734375,14.748466491699219,-1.34735107421875,20.454856872558594,-7.9965057373046875,19.467758178710938,-12.402877807617188,17.308425903320312,-17.8468017578125,16.803390502929688,-22.4808349609375,15.744003295898438
6,11.511077880859375,20.41820526123047,-0.5154876708984375,17.638504028320312,-8.841690063476562,14.864013671875,-5.561798095703125,10.655181884765625,-6.885711669921875,4.8845672607421875,-10.414764404296875,0.868438720703125
7,-6.36383056640625,-23.85753631591797,3.009765625,-3.913116455078125,-6.0825042724609375,-5.6123046875,-4.738555908203125,-2.9130096435546875,-8.590728759765625,-0.4709930419921875,-4.0468902587890625,-2.069000244140625
8,9.083908081054688,3.44720458984375,2.0724639892578125,5.3280029296875,-1.555877685546875,5.1875,-0.56256103515625,8.627960205078125,-5.9700164794921875,10.047164916992188,-17.943939208984375,8.38031005859375
9,-11.461029052734375,2.1803741455078125,-3.4947967529296875,-2.96307373046875,-8.419525146484375,0.2784271240234375,-0.839019775390625,-3.8619384765625,-0.0394744873046875,-0.764892578125,-8.414093017578125,-5.0863494873046875
10,0.2546844482421875,-10.583450317382812,5.5877227783203125,-7.460357666015625,1.1116943359375,-4.3714447021484375,0.2483062744140625,-3.78448486328125,-2.1341705322265625,-5.6222686767578125,-7.249847412109375,-2.8245086669921875
11,-24.476730346679688,-17.912216186523438,2.50897216796875,-15.913803100585938,2.8068389892578125,-15.3775634765625,6.07037353515625,-17.3382568359375,9.77960205078125,-11.88739013671875,19.019851684570312,-11.80401611328125
12,8.83880615234375,14.711341857910156,1.0198516845703125,7.656829833984375,-10.216476440429688,7.1216583251953125,-10.667129516601562,4.65911865234375,-10.378631591796875,7.26812744140625,-12.469924926757812,8.976165771484375
13,-16.350982666015625,10.689193725585938,-1.1149749755859375,12.383506774902344,-8.599777221679688,12.123916625976562,-10.65802001953125,8.011932373046875,-14.535781860351562,9.407608032226562,-25.001678466796875,5.677520751953125
14,-1.1525726318359375,20.159629821777344,-0.9181060791015625,22.080886840820312,-12.346847534179688,17.3260498046875,-1.4523468017578125,14.008636474609375,5.3493499755859375,11.42266845703125,0.1019287109375,11.07464599609375
15,-1.254180908203125,-26.05999755859375,1.2055511474609375,-14.650779724121094,-6.645599365234375,-12.6337890625,-2.1636810302734375,-10.84130859375,2.361328125,-11.693267822265625,4.5848541259765625,-9.610916137695312
